BW    ,SF,PS ,SNR,BER      ,RSSI        ,ToA      ,BER,RSSI,ToA,C0  ,C1  ,C2  ,L
125000,12,110,0  ,0.0000002,-117.0309002,1.0551302,0  ,86  ,99 ,0.50,0.50,0.00,0
250000,7 ,10 ,-40,0.0442862,-154.0206002,0.0123902,63 ,6   ,1  ,0.00,0.00,1.00,2
250000,7 ,10 ,-30,0.0428572,-144.0206002,0.0123902,61 ,28  ,1  ,0.00,0.00,1.00,2
250000,7 ,10 ,-20,0.0442862,-134.0206002,0.0123902,63 ,49  ,1  ,0.00,0.00,1.00,2
250000,7 ,10 ,-10,0.0000002,-124.0206002,0.0123902,0  ,71  ,1  ,0.50,0.50,0.00,1
250000,7 ,10 ,0  ,0.0000002,-114.0206002,0.0123902,0  ,93  ,1  ,0.50,0.50,0.00,1
250000,7 ,30 ,-40,0.0480952,-154.0206002,0.0144382,68 ,6   ,1  ,0.00,0.00,1.00,2
250000,7 ,30 ,-30,0.0504762,-144.0206002,0.0144382,72 ,28  ,1  ,0.00,0.00,1.00,2
250000,7 ,30 ,-20,0.0466672,-134.0206002,0.0144382,66 ,49  ,1  ,0.00,0.00,1.00,2
250000,7 ,30 ,-10,0.0033332,-124.0206002,0.0144382,4  ,71  ,1  ,0.50,0.50,0.00,1
250000,7 ,30 ,0  ,0.0000002,-114.0206002,0.0144382,0  ,93  ,1  ,0.50,0.50,0.00,1
250000,7 ,50 ,-40,0.0482862,-154.0206002,0.0164862,68 ,6   ,1  ,0.00,0.00,1.00,2
250000,7 ,50 ,-30,0.0494292,-144.0206002,0.0164862,70 ,28  ,1  ,0.00,0.00,1.00,2
250000,7 ,50 ,-20,0.0488572,-134.0206002,0.0164862,69 ,49  ,1  ,0.00,0.00,1.00,2
250000,7 ,50 ,-10,0.0025712,-124.0206002,0.0164862,3  ,71  ,1  ,0.50,0.50,0.00,1
250000,7 ,50 ,0  ,0.0000002,-114.0206002,0.0164862,0  ,93  ,1  ,0.50,0.50,0.00,1
250000,7 ,70 ,-40,0.0502042,-154.0206002,0.0185342,71 ,6   ,1  ,0.00,0.00,1.00,2
250000,7 ,70 ,-30,0.0508162,-144.0206002,0.0185342,72 ,28  ,1  ,0.00,0.00,1.00,2
250000,7 ,70 ,-20,0.0448982,-134.0206002,0.0185342,64 ,49  ,1  ,0.00,0.00,1.00,2
250000,7 ,70 ,-10,0.0010202,-124.0206002,0.0185342,1  ,71  ,1  ,0.50,0.50,0.00,1
250000,7 ,70 ,0  ,0.0000002,-114.0206002,0.0185342,0  ,93  ,1  ,0.50,0.50,0.00,1
250000,7 ,90 ,-40,0.0547622,-154.0206002,0.0205822,78 ,6   ,1  ,0.00,0.00,1.00,2
250000,7 ,90 ,-30,0.0515872,-144.0206002,0.0205822,73 ,28  ,1  ,0.00,0.00,1.00,2
250000,7 ,90 ,-20,0.0477782,-134.0206002,0.0205822,68 ,49  ,1  ,0.00,0.00,1.00,2
250000,7 ,90 ,-10,0.0030162,-124.0206002,0.0205822,4  ,71  ,1  ,0.50,0.50,0.00,1
250000,7 ,90 ,0  ,0.0000002,-114.0206002,0.0205822,0  ,93  ,1  ,0.50,0.50,0.00,1
250000,7 ,110,-40,0.0488312,-154.0206002,0.0226302,69 ,6   ,2  ,0.00,0.00,1.00,2
250000,7 ,110,-30,0.0470132,-144.0206002,0.0226302,67 ,28  ,2  ,0.00,0.00,1.00,2
250000,7 ,110,-20,0.0457142,-134.0206002,0.0226302,65 ,49  ,2  ,0.00,0.00,1.00,2
250000,7 ,110,-10,0.0009092,-124.0206002,0.0226302,1  ,71  ,2  ,0.50,0.50,0.00,1
250000,7 ,110,0  ,0.0000002,-114.0206002,0.0226302,0  ,93  ,2  ,0.50,0.50,0.00,1
250000,8 ,10 ,-40,0.0425002,-154.0206002,0.0247812,60 ,6   ,2  ,0.00,0.00,1.00,2
250000,8 ,10 ,-30,0.0550002,-144.0206002,0.0247812,78 ,28  ,2  ,0.00,0.00,1.00,2
250000,8 ,10 ,-20,0.0625002,-134.0206002,0.0247812,89 ,49  ,2  ,0.00,0.00,1.00,2
250000,8 ,10 ,-10,0.0000002,-124.0206002,0.0247812,0  ,71  ,2  ,0.50,0.50,0.00,1
250000,8 ,10 ,0  ,0.0000002,-114.0206002,0.0247812,0  ,93  ,2  ,0.50,0.50,0.00,1
250000,8 ,30 ,-40,0.0466672,-154.0206002,0.0288772,66 ,6   ,2  ,0.00,0.00,1.00,2
250000,8 ,30 ,-30,0.0520832,-144.0206002,0.0288772,74 ,28  ,2  ,0.00,0.00,1.00,2
250000,8 ,30 ,-20,0.0354172,-134.0206002,0.0288772,50 ,49  ,2  ,0.00,0.00,1.00,2
250000,8 ,30 ,-10,0.0000002,-124.0206002,0.0288772,0  ,71  ,2  ,0.50,0.50,0.00,1
250000,8 ,30 ,0  ,0.0000002,-114.0206002,0.0288772,0  ,93  ,2  ,0.50,0.50,0.00,1
250000,8 ,50 ,-40,0.0497502,-154.0206002,0.0288772,71 ,6   ,2  ,0.00,0.00,1.00,2
250000,8 ,50 ,-30,0.0450002,-144.0206002,0.0288772,64 ,28  ,2  ,0.00,0.00,1.00,2
250000,8 ,50 ,-20,0.0412502,-134.0206002,0.0288772,58 ,49  ,2  ,0.00,0.00,1.00,2
250000,8 ,50 ,-10,0.0000002,-124.0206002,0.0288772,0  ,71  ,2  ,0.50,0.50,0.00,1
250000,8 ,50 ,0  ,0.0000002,-114.0206002,0.0288772,0  ,93  ,2  ,0.50,0.50,0.00,1
250000,8 ,70 ,-40,0.0485712,-154.0206002,0.0329732,69 ,6   ,3  ,0.00,0.00,1.00,2
250000,8 ,70 ,-30,0.0464292,-144.0206002,0.0329732,66 ,28  ,3  ,0.00,0.00,1.00,2
250000,8 ,70 ,-20,0.0417862,-134.0206002,0.0329732,59 ,49  ,3  ,0.00,0.00,1.00,2
250000,8 ,70 ,-10,0.0000002,-124.0206002,0.0329732,0  ,71  ,3  ,0.50,0.50,0.00,1
250000,8 ,70 ,0  ,0.0000002,-114.0206002,0.0329732,0  ,93  ,3  ,0.50,0.50,0.00,1
250000,8 ,90 ,-40,0.0501392,-154.0206002,0.0370692,71 ,6   ,3  ,0.00,0.00,1.00,2
250000,8 ,90 ,-30,0.0465282,-144.0206002,0.0370692,66 ,28  ,3  ,0.00,0.00,1.00,2
250000,8 ,90 ,-20,0.0398612,-134.0206002,0.0370692,56 ,49  ,3  ,0.00,0.00,1.00,2
250000,8 ,90 ,-10,0.0000002,-124.0206002,0.0370692,0  ,71  ,3  ,0.50,0.50,0.00,1
250000,8 ,90 ,0  ,0.0000002,-114.0206002,0.0370692,0  ,93  ,3  ,0.50,0.50,0.00,1
250000,8 ,110,-40,0.0512502,-154.0206002,0.0411652,73 ,6   ,3  ,0.00,0.00,1.00,2
250000,8 ,110,-30,0.0518182,-144.0206002,0.0411652,74 ,28  ,3  ,0.00,0.00,1.00,2
250000,8 ,110,-20,0.0457952,-134.0206002,0.0411652,65 ,49  ,3  ,0.00,0.00,1.00,2
250000,8 ,110,-10,0.0000002,-124.0206002,0.0411652,0  ,71  ,3  ,0.50,0.50,0.00,1
250000,8 ,110,0  ,0.0000002,-114.0206002,0.0411652,0  ,93  ,3  ,0.50,0.50,0.00,1
250000,9 ,10 ,-40,0.0533332,-154.0206002,0.0495622,76 ,6   ,4  ,0.00,0.00,1.00,2
250000,9 ,10 ,-30,0.0500002,-144.0206002,0.0495622,71 ,28  ,4  ,0.00,0.00,1.00,2
250000,9 ,10 ,-20,0.0311112,-134.0206002,0.0495622,44 ,49  ,4  ,0.00,0.00,1.00,2
250000,9 ,10 ,-10,0.0000002,-124.0206002,0.0495622,0  ,71  ,4  ,0.50,0.50,0.00,1
250000,9 ,10 ,0  ,0.0000002,-114.0206002,0.0495622,0  ,93  ,4  ,0.50,0.50,0.00,1
250000,9 ,30 ,-40,0.0503702,-154.0206002,0.0495622,71 ,6   ,4  ,0.00,0.00,1.00,2
250000,9 ,30 ,-30,0.0488892,-144.0206002,0.0495622,69 ,28  ,4  ,0.00,0.00,1.00,2
250000,9 ,30 ,-20,0.0322222,-134.0206002,0.0495622,46 ,49  ,4  ,0.00,0.00,1.00,2
250000,9 ,30 ,-10,0.0000002,-124.0206002,0.0495622,0  ,71  ,4  ,0.50,0.50,0.00,1
250000,9 ,30 ,0  ,0.0000002,-114.0206002,0.0495622,0  ,93  ,4  ,0.50,0.50,0.00,1
250000,9 ,50 ,-40,0.0537782,-154.0206002,0.0577542,76 ,6   ,5  ,0.00,0.00,1.00,2
250000,9 ,50 ,-30,0.0473332,-144.0206002,0.0577542,67 ,28  ,5  ,0.00,0.00,1.00,2
250000,9 ,50 ,-20,0.0315562,-134.0206002,0.0577542,45 ,49  ,5  ,0.00,0.00,1.00,2
250000,9 ,50 ,-10,0.0000002,-124.0206002,0.0577542,0  ,71  ,5  ,0.50,0.50,0.00,1
250000,9 ,50 ,0  ,0.0000002,-114.0206002,0.0577542,0  ,93  ,5  ,0.50,0.50,0.00,1
250000,9 ,70 ,-40,0.0519052,-154.0206002,0.0659462,74 ,6   ,6  ,0.00,0.00,1.00,2
250000,9 ,70 ,-30,0.0490482,-144.0206002,0.0659462,70 ,28  ,6  ,0.00,0.00,1.00,2
250000,9 ,70 ,-20,0.0328572,-134.0206002,0.0659462,46 ,49  ,6  ,0.00,0.00,1.00,2
250000,9 ,70 ,-10,0.0000002,-124.0206002,0.0659462,0  ,71  ,6  ,0.50,0.50,0.00,1
250000,9 ,70 ,0  ,0.0000002,-114.0206002,0.0659462,0  ,93  ,6  ,0.50,0.50,0.00,1
250000,9 ,90 ,-40,0.0534572,-154.0206002,0.0659462,76 ,6   ,6  ,0.00,0.00,1.00,2
250000,9 ,90 ,-30,0.0544442,-144.0206002,0.0659462,77 ,28  ,6  ,0.00,0.00,1.00,2
250000,9 ,90 ,-20,0.0323462,-134.0206002,0.0659462,46 ,49  ,6  ,0.00,0.00,1.00,2
250000,9 ,90 ,-10,0.0000002,-124.0206002,0.0659462,0  ,71  ,6  ,0.50,0.50,0.00,1
250000,9 ,90 ,0  ,0.0000002,-114.0206002,0.0659462,0  ,93  ,6  ,0.50,0.50,0.00,1
250000,9 ,110,-40,0.0504042,-154.0206002,0.0741382,72 ,6   ,6  ,0.00,0.00,1.00,2
250000,9 ,110,-30,0.0534342,-144.0206002,0.0741382,76 ,28  ,6  ,0.00,0.00,1.00,2
250000,9 ,110,-20,0.0267682,-134.0206002,0.0741382,38 ,49  ,6  ,0.04,0.04,0.92,2
250000,9 ,110,-10,0.0000002,-124.0206002,0.0741382,0  ,71  ,6  ,0.50,0.50,0.00,1
250000,9 ,110,0  ,0.0000002,-114.0206002,0.0741382,0  ,93  ,6  ,0.50,0.50,0.00,1
250000,10,10 ,-40,0.0430002,-154.0206002,0.0827392,61 ,6   ,7  ,0.00,0.00,1.00,2
250000,10,10 ,-30,0.0560002,-144.0206002,0.0827392,80 ,28  ,7  ,0.00,0.00,1.00,2
250000,10,10 ,-20,0.0120002,-134.0206002,0.0827392,17 ,49  ,7  ,0.50,0.50,0.00,1
250000,10,10 ,-10,0.0000002,-124.0206002,0.0827392,0  ,71  ,7  ,0.50,0.50,0.00,1
250000,10,10 ,0  ,0.0000002,-114.0206002,0.0827392,0  ,93  ,7  ,0.50,0.50,0.00,1
250000,10,30 ,-40,0.0503332,-154.0206002,0.0991232,71 ,6   ,9  ,0.00,0.00,1.00,2
250000,10,30 ,-30,0.0530002,-144.0206002,0.0991232,75 ,28  ,9  ,0.00,0.00,1.00,2
250000,10,30 ,-20,0.0103332,-134.0206002,0.0991232,14 ,49  ,9  ,0.50,0.50,0.00,1
250000,10,30 ,-10,0.0030002,-124.0206002,0.0991232,4  ,71  ,9  ,0.50,0.50,0.00,1
250000,10,30 ,0  ,0.0000002,-114.0206002,0.0991232,0  ,93  ,9  ,0.50,0.50,0.00,1
250000,10,50 ,-40,0.0472002,-154.0206002,0.1155072,67 ,6   ,10 ,0.00,0.00,1.00,2
250000,10,50 ,-30,0.0452002,-144.0206002,0.1155072,64 ,28  ,10 ,0.00,0.00,1.00,2
250000,10,50 ,-20,0.0122002,-134.0206002,0.1155072,17 ,49  ,10 ,0.50,0.50,0.00,1
250000,10,50 ,-10,0.0000002,-124.0206002,0.1155072,0  ,71  ,10 ,0.50,0.50,0.00,1
250000,10,50 ,0  ,0.0000002,-114.0206002,0.1155072,0  ,93  ,10 ,0.50,0.50,0.00,1
250000,10,70 ,-40,0.0515712,-154.0206002,0.1155072,73 ,6   ,10 ,0.00,0.00,1.00,2
250000,10,70 ,-30,0.0517142,-144.0206002,0.1155072,73 ,28  ,10 ,0.00,0.00,1.00,2
250000,10,70 ,-20,0.0121432,-134.0206002,0.1155072,17 ,49  ,10 ,0.50,0.50,0.00,1
250000,10,70 ,-10,0.0000002,-124.0206002,0.1155072,0  ,71  ,10 ,0.50,0.50,0.00,1
250000,10,70 ,0  ,0.0000002,-114.0206002,0.1155072,0  ,93  ,10 ,0.50,0.50,0.00,1
250000,10,90 ,-40,0.0485562,-154.0206002,0.1318912,69 ,6   ,12 ,0.00,0.00,1.00,2
250000,10,90 ,-30,0.0456672,-144.0206002,0.1318912,65 ,28  ,12 ,0.00,0.00,1.00,2
250000,10,90 ,-20,0.0173332,-134.0206002,0.1318912,24 ,49  ,12 ,0.50,0.50,0.00,1
250000,10,90 ,-10,0.0000002,-124.0206002,0.1318912,0  ,71  ,12 ,0.50,0.50,0.00,1
250000,10,90 ,0  ,0.0000002,-114.0206002,0.1318912,0  ,93  ,12 ,0.50,0.50,0.00,1
250000,10,110,-40,0.0484552,-154.0206002,0.1482752,69 ,6   ,13 ,0.00,0.00,1.00,2
250000,10,110,-30,0.0480912,-144.0206002,0.1482752,68 ,28  ,13 ,0.00,0.00,1.00,2
250000,10,110,-20,0.0197272,-134.0206002,0.1482752,28 ,49  ,13 ,0.50,0.50,0.01,1
250000,10,110,-10,0.0000002,-124.0206002,0.1482752,0  ,71  ,13 ,0.50,0.50,0.00,1
250000,10,110,0  ,0.0000002,-114.0206002,0.1482752,0  ,93  ,13 ,0.50,0.50,0.00,1
250000,11,10 ,-40,0.0527272,-154.0206002,0.1654782,75 ,6   ,15 ,0.00,0.00,1.00,2
250000,11,10 ,-30,0.0581822,-144.0206002,0.1654782,83 ,28  ,15 ,0.00,0.00,1.00,2
250000,11,10 ,-20,0.0000002,-134.0206002,0.1654782,0  ,49  ,15 ,0.50,0.50,0.00,1
250000,11,10 ,-10,0.0000002,-124.0206002,0.1654782,0  ,71  ,15 ,0.50,0.50,0.00,1
250000,11,10 ,0  ,0.0000002,-114.0206002,0.1654782,0  ,93  ,15 ,0.50,0.50,0.00,1
250000,11,30 ,-40,0.0487882,-154.0206002,0.1982462,69 ,6   ,18 ,0.00,0.00,1.00,2
250000,11,30 ,-30,0.0506062,-144.0206002,0.1982462,72 ,28  ,18 ,0.00,0.00,1.00,2
250000,11,30 ,-20,0.0054552,-134.0206002,0.1982462,7  ,49  ,18 ,0.50,0.50,0.00,1
250000,11,30 ,-10,0.0000002,-124.0206002,0.1982462,0  ,71  ,18 ,0.50,0.50,0.00,1
250000,11,30 ,0  ,0.0000002,-114.0206002,0.1982462,0  ,93  ,18 ,0.50,0.50,0.00,1
250000,11,50 ,-40,0.0501822,-154.0206002,0.1982462,71 ,6   ,18 ,0.00,0.00,1.00,2
250000,11,50 ,-30,0.0525452,-144.0206002,0.1982462,75 ,28  ,18 ,0.00,0.00,1.00,2
250000,11,50 ,-20,0.0000002,-134.0206002,0.1982462,0  ,49  ,18 ,0.50,0.50,0.00,1
250000,11,50 ,-10,0.0000002,-124.0206002,0.1982462,0  ,71  ,18 ,0.50,0.50,0.00,1
250000,11,50 ,0  ,0.0000002,-114.0206002,0.1982462,0  ,93  ,18 ,0.50,0.50,0.00,1
250000,11,70 ,-40,0.0485712,-154.0206002,0.2310142,69 ,6   ,21 ,0.00,0.00,1.00,2
250000,11,70 ,-30,0.0505192,-144.0206002,0.2310142,72 ,28  ,21 ,0.00,0.00,1.00,2
250000,11,70 ,-20,0.0019482,-134.0206002,0.2310142,2  ,49  ,21 ,0.50,0.50,0.00,1
250000,11,70 ,-10,0.0000002,-124.0206002,0.2310142,0  ,71  ,21 ,0.50,0.50,0.00,1
250000,11,70 ,0  ,0.0000002,-114.0206002,0.2310142,0  ,93  ,21 ,0.50,0.50,0.00,1
250000,11,90 ,-40,0.0487882,-154.0206002,0.2637822,69 ,6   ,24 ,0.00,0.00,1.00,2
250000,11,90 ,-30,0.0472732,-144.0206002,0.2637822,67 ,28  ,24 ,0.00,0.00,1.00,2
250000,11,90 ,-20,0.0054552,-134.0206002,0.2637822,7  ,49  ,24 ,0.50,0.50,0.00,1
250000,11,90 ,-10,0.0000002,-124.0206002,0.2637822,0  ,71  ,24 ,0.50,0.50,0.00,1
250000,11,90 ,0  ,0.0000002,-114.0206002,0.2637822,0  ,93  ,24 ,0.50,0.50,0.00,1
250000,11,110,-40,0.0499172,-154.0206002,0.2637822,71 ,6   ,24 ,0.00,0.00,1.00,2
250000,11,110,-30,0.0471072,-144.0206002,0.2637822,67 ,28  ,24 ,0.00,0.00,1.00,2
250000,11,110,-20,0.0005792,-134.0206002,0.2637822,0  ,49  ,24 ,0.50,0.50,0.00,1
250000,11,110,-10,0.0000002,-124.0206002,0.2637822,0  ,71  ,24 ,0.50,0.50,0.00,1
250000,11,110,0  ,0.0000002,-114.0206002,0.2637822,0  ,93  ,24 ,0.50,0.50,0.00,1
250000,12,10 ,-40,0.0475002,-154.0206002,0.3309572,67 ,6   ,31 ,0.00,0.00,1.00,2
250000,12,10 ,-30,0.0541672,-144.0206002,0.3309572,77 ,28  ,31 ,0.00,0.00,1.00,2
250000,12,10 ,-20,0.0000002,-134.0206002,0.3309572,0  ,49  ,31 ,0.50,0.50,0.00,1
250000,12,10 ,-10,0.0000002,-124.0206002,0.3309572,0  ,71  ,31 ,0.50,0.50,0.00,1
250000,12,10 ,0  ,0.0000002,-114.0206002,0.3309572,0  ,93  ,31 ,0.50,0.50,0.00,1
250000,12,30 ,-40,0.0466672,-154.0206002,0.3964932,66 ,6   ,37 ,0.00,0.00,1.00,2
250000,12,30 ,-30,0.0419442,-144.0206002,0.3964932,59 ,28  ,37 ,0.00,0.00,1.00,2
250000,12,30 ,-20,0.0000002,-134.0206002,0.3964932,0  ,49  ,37 ,0.50,0.50,0.00,0
250000,12,30 ,-10,0.0000002,-124.0206002,0.3964932,0  ,71  ,37 ,0.50,0.50,0.00,1
250000,12,30 ,0  ,0.0000002,-114.0206002,0.3964932,0  ,93  ,37 ,0.50,0.50,0.00,1
250000,12,50 ,-40,0.0520002,-154.0206002,0.3964932,74 ,6   ,37 ,0.00,0.00,1.00,2
250000,12,50 ,-30,0.0428332,-144.0206002,0.3964932,61 ,28  ,37 ,0.00,0.00,1.00,2
250000,12,50 ,-20,0.0000002,-134.0206002,0.3964932,0  ,49  ,37 ,0.50,0.50,0.00,0
250000,12,50 ,-10,0.0000002,-124.0206002,0.3964932,0  ,71  ,37 ,0.50,0.50,0.00,1
250000,12,50 ,0  ,0.0000002,-114.0206002,0.3964932,0  ,93  ,37 ,0.50,0.50,0.00,1
250000,12,70 ,-40,0.0528572,-154.0206002,0.4620292,75 ,6   ,43 ,0.00,0.00,1.00,2
250000,12,70 ,-30,0.0441672,-144.0206002,0.4620292,63 ,28  ,43 ,0.00,0.00,1.00,2
250000,12,70 ,-20,0.0144052,-134.0206002,0.4620292,20 ,49  ,43 ,0.50,0.50,0.00,0
250000,12,70 ,-10,0.0000002,-124.0206002,0.4620292,0  ,71  ,43 ,0.50,0.50,0.00,1
250000,12,70 ,0  ,0.0000002,-114.0206002,0.4620292,0  ,93  ,43 ,0.50,0.50,0.00,1
250000,12,90 ,-40,0.0533332,-154.0206002,0.4620292,76 ,6   ,43 ,0.00,0.00,1.00,2
250000,12,90 ,-30,0.0407412,-144.0206002,0.4620292,58 ,28  ,43 ,0.00,0.00,1.00,2
250000,12,90 ,-20,0.0000002,-134.0206002,0.4620292,0  ,49  ,43 ,0.50,0.50,0.00,0
250000,12,90 ,-10,0.0000002,-124.0206002,0.4620292,0  ,71  ,43 ,0.50,0.50,0.00,1
250000,12,90 ,0  ,0.0000002,-114.0206002,0.4620292,0  ,93  ,43 ,0.50,0.50,0.00,1
250000,12,110,-40,0.0511362,-154.0206002,0.5275652,73 ,6   ,49 ,0.00,0.00,1.00,2
250000,12,110,-30,0.0421212,-144.0206002,0.5275652,60 ,28  ,49 ,0.00,0.00,1.00,2
250000,12,110,-20,0.0090152,-134.0206002,0.5275652,12 ,49  ,49 ,0.50,0.50,0.00,0
250000,12,110,-10,0.0000002,-124.0206002,0.5275652,0  ,71  ,49 ,0.50,0.50,0.00,1
